text,Kommentar,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16
"Die Menüabfolge war völlig chaotisch, die Suppen alle kalt, der Salat mit dem warmen Ziegenkäse stand schon 35 Minuten im Raum, bevor er serviert wurde.",,"Menüabfolge, foods, neg, chaotisch","Suppen, foodq, neg, kalt","Salat mit dem warmen Ziegenkäse, foodq, neg, 35 Minuten",,,,,,,,,,,,,
Regelrecht zerkocht.,,"NULL, foodq, neg,  zerkocht",,,,,,,,,,,,,,,
Beispiel 1 : die Getränke wurden einfach auf den Tisch gestellt und die Gäste mussten selbst die verteilen.,,"NULL, serv, neg, Gäste mussten selbst die verteilen",,,,,,,,,,,,,,,
Schade!,,"NULL, restaurantg, neg, Schade",,,,,,,,,,,,,,,
"..., aber kulinarisches Highlight ist es keines.",,"NULL, foodq, neg, kulinarisches Highlight ist es keines",,,,,,,,,,,,,,,
Bedienung war nett und schnell.,,"Bedienung, serv, pos, nett","Bedienung, serv, pos, schnell",,,,,,,,,,,,,,
Normalerweise eigentlich sehr gut.,,"NULL, restaurantg, pos, gut",,,,,,,,,,,,,,,
Immer wieder gerne,,"NULL, restaurantg, pos, Immer wieder gerne",,,,,,,,,,,,,,,
"Vor allem in der jetzigen Jahreszeit, den zahlenden Kunden bei Regen, Wind und Kälte (wie letztes selbst erlebt) 20 min, ungeschützt vor der Tür warten zu lassen grenzt schon an Unverschämtheit.",,"NULL, serv, neg, 20 min, ungeschützt vor der Tür warten",,,,,,,,,,,,,,,
"Supernetter und freundlicher Service, kinderfreundlich und das Essen kam recht schnell.",,"Service, serv, pos, Supernetter","Service, serv, pos, kinderfreundlich","Service, serv, pos, Essen kam recht schnell",,,,,,,,,,,,,
"Vom Ambiente her natürlich toll, RESTAURANT_NAME eben, alles sehr sauber...aber der Empfang war mehr als unfreundlich, der Kellner am Tisch dafür wieder sehr aber nachdem wir von zwei servicekräften sehr unfreundlich begrüßt wurden wären wir fast wieder gegangen, essen war dann leider auch nicht toll, die Burger,waren sehr trocken, würden nicht nochmal wieder kommen...leider",,"Ambiente, amb, pos, toll","Empfang, serv, neg, mehr als unfreundlich","NULL, amb, pos, sauber","servicekräften, serv, neg, unfreundlich","essen, foodq, neg, nicht toll","Burger, foodq, neg, trocken","NULL, restaurantg, neg, nicht nochmal wieder kommen",,,,,,,,,
"Das Rinderragout war fasrig, zerkocht und unangenehm überwürzt, die in der Karte anvisierten Gemüsenudeln stellten sich als pappige Penne heraus.",,"Rinderragout, foodq, neg, fasrig","Gemüsenudeln, foodq, neg, pappige","Rinderragout, foodq, neg, zerkocht","Rinderragout, foodq, neg, unangenehm überwürzt",,,,,,,,,,,,
Wir haben schon lange nicht mehr sooooo gut gegessen!,,"NULL, foodq, pos, gut",,,,,,,,,,,,,,,
"Ja, das Lokal ist sehr gut gelegen.",,"Lokal, amb, pos, gut",,,,,,,,,,,,,,,
Bayrisch Essen und Gastfreundschaft geht anders.,,"Essen, foods, neg, geht anders","Gastfreundschaft, serv, neg, geht anders",,,,,,,,,,,,,,
"Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.",,"NULL, restaurantg, pos, traumhaft",,,,,,,,,,,,,,,
Das Essen ist ein Traum 😍,,"Essen, foodq, pos, Traum",,,,,,,,,,,,,,,
Jedes Gericht war ausgezeichnet.,,"Gericht, foodq, pos, ausgezeichnet",,,,,,,,,,,,,,,
Das Ambiente war dementsprechend durchschnittlich und die Umgebungsgeräusche sehr laut.,,"Ambiente, amb, neu, durchschnittlich","Umgebungsgeräusche, amb, neg, laut",,,,,,,,,,,,,,
Nichts konnte überzeugen.,,"NULL, restaurantg, neg, überzeugen",,,,,,,,,,,,,,,
Man bekommt nicht mal das Essen was bestellt wurde.,,"NULL, serv, neg, nicht mal das Essen was bestellt wurde",,,,,,,,,,,,,,,
"Leckerer Wein, super Tapas!",,"Wein, drinkq, pos, Leckerer","Tapas, foodq, pos, super ",,,,,,,,,,,,,,
Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken.,,"Garnelen, foodq, neg, übergart","Hähnchenfleisch, foodq, neg, übergart","Garnelen, foodq, neg, trocken","Hähnchenfleisch, foodq, neg, trocken",,,,,,,,,,,,
"Alle Gerichte waren sehr lecker, die Portionen groß.",,"Gerichte, foodq, pos, lecker","Gerichte, foods, pos, groß",,,,,,,,,,,,,,
Mehrwegdosen zum mitnehmen der Reste 👌🏻Wir kommen wie immer gerne wieder.,,"NULL, restaurantg, pos, gerne wieder","NULL, serv, pos, gerne wieder",,,,,,,,,,,,,,
Es gibt auch eine große Auswahl an Bieren.,,"Bieren, drinks, pos, große Auswahl",,,,,,,,,,,,,,,
Das Essen ist mega.,,"Essen, foodq, pos, mega",,,,,,,,,,,,,,,
"Was soll ich sagen , einfach genial!",,"NULL, restaurantg, pos, genial",,,,,,,,,,,,,,,
"Der Hauptgang konnte ebenfalls nicht überzeugen, das Fleisch und die Soße war ebenfalls sehr fad.",,"Hauptgang, foodq, neg, überzeugen","Fleisch, foodq, neg, fad","Soße, foodq, neg, fad",,,,,,,,,,,,,
"Eine halbe Stunde nach der Bestellung des Weines (LOC) wurden wir über dessen nicht mehr Vorhandensein informiert, und es dauerte 1 weitere Stunde bis der Alternativwein serviert wurde.",,"NULL, serv, neg, 1 weitere Stunde bis der Alternativwein serviert wurde",,,,,,,,,,,,,,,
Preis Leistung sind hier einfach gar nicht stimmig und man fühlt sich dann doch ein bisschen über den Tisch gezogen.,,"NULL, restaurantp, neg, fühlt sich dann doch ein bisschen über den Tisch gezogen","NULL, restaurantp, neg, nicht stimmig",,,,,,,,,,,,,,
"Die Gerichte zart, aber herzhaft gewürzt rundeten den Abend ab.",,"Gerichte, foodq, pos, zart","Gerichte, foodq, pos, gewürzt",,,,,,,,,,,,,,
Die Speisen waren sehr gut.,,"Speisen, foodq, pos, gut",,,,,,,,,,,,,,,
Personal aber wirklich auf zack.,,"Personal, serv, pos, auf zack",,,,,,,,,,,,,,,
"Tapas waren für uns nichts besonderes, haben wir auch in LOC schon viel besser/geschmacklich interessanter gehabt.",,"Tapas, foodq, neu, nichts besonderes",,,,,,,,,,,,,,,
"Schnitzel und Heringsfilet waren sehr lecker und der weibliche Köbes wie man sie kennt ...JA, wir kommen wieder!",,"Schnitzel, foodq, pos, lecker","Heringsfilet, foodq, pos, lecker","NULL, restaurantg, pos, kommen wieder","Köbes, serv, pos, wie man sie kennt",,,,,,,,,,,,
In LOC erwartet Sie ein kulinarischer Ausflug nach LOC in der LOC.,,"NULL, foodq, pos, kulinarischer Ausflug",,,,,,,,,,,,,,,
"Der dazugehörige Krautsalat, welcher überhaupt keiner war, war ungenießbar.",,"Krautsalat, foodq, neg, ungenießbar",,,,,,,,,,,,,,,
Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen.,,"Speisen, foods, neg, kaum glutenfreie","Service, serv, neg, schlechten",,,,,,,,,,,,,,
Wäre in LOC Mittelklasse.,,"NULL, restaurantg, neu, Mittelklasse",,,,,,,,,,,,,,,
Es gibt wirklich deutlich bessere thailändische Küche in LOC.,,"NULL, restaurantg, neg, bessere",,,,,,,,,,,,,,,
"Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.",,"Wartezeiten, serv, neg, lange",,,,,,,,,,,,,,,
"Es war ein wunderschönes Erlebnisses, ein Hochgenuss der Suchtpotential hat.",,"NULL, foodq, pos, wunderschönes","NULL,foodq, pos, Hochgenuss","NULL, foodq, pos, Suchtpotential",,,,,,,,,,,,,
Leider hat es mit dem Essen nicht geklappt.,,"Essen, foodq, neg, nicht geklappt",,,,,,,,,,,,,,,
"Auf Nachfrage war vom ersten Kellner die Antwort ""Das muss so sein"", der 2te wenigstens in die Küche und ja man würde das Ausbessern intern, der 2 Sterne Koche in der küche aber ja wisse was er tut (Wenn das wahr wäre, kenne ich Hinterhofköche die keine verbrannten Produkte raus schicken, heiß servieren oder in Jus ersäufen).",,"Produkte, foodq, neg, verbrannten",,,,,,,,,,,,,,,
Uns hat es leider nicht überzeugt.,,"NULL, restaurantg, neg, nicht überzeugt",,,,,,,,,,,,,,,
Ich kann es nur empfehlen 👍🏻 Wir waren mit einer großen Gruppe und hatten sehr viel Spaß!,,"NULL, restaurantg, pos, empfehlen",,,,,,,,,,,,,,,
Die Lage ist wirklich wunderbar direkt an der Binnenalster.,,"Lage, amb, pos, wunderbar",,,,,,,,,,,,,,,
Schade.,,"NULL, restaurantg, neg, Schade",,,,,,,,,,,,,,,
Vor fünf Jahren waren wir schon mal Gäste und waren sehr zufrieden.,,"NULL, restaurantg, pos, zufrieden",,,,,,,,,,,,,,,
Die Portionen waren sehr gross und eigentlich zu viel für uns älteren Leute.,,"Portionen, foods, pos, gross",,,,,,,,,,,,,,,
Eine Schande für jeden österreichischen Koch oder Köchin!,,"NULL, foodq, neg, Schande",,,,,,,,,,,,,,,
Alles in allem ein schöner Sonntagabend.,,"NULL, restaurantg, pos, schöner",,,,,,,,,,,,,,,
Beim Essen wurden wir jedoch ziemlich enttäuscht.,,"Essen, foodq, neg, enttäuscht",,,,,,,,,,,,,,,
Die Gamba waren kalt und kaum aus der Schale zu lösen.,,"Gamba, foodq, neg, kalt ",,,,,,,,,,,,,,,
"Bei einem schönen Sonnen Abend den richtigen Tisch zum rausschauen und die sonne wie sie untergeht genießen ,einfach romantisch, Die Bedienung ist sehr nett und das essen schmackhaft.",,"sonne, amb, pos, schönen","Bedienung, serv, pos, nett","essen, foodq, pos, schmackhaft",,,,,,,,,,,,,
Schade!,,"NULL, restaurantg, neg, Schade",,,,,,,,,,,,,,,
"Sehr unfreundliches Personal, Massenabfertigung, die Qualität der Speisen war in Ordnung, das Personal eindeutig überfordert",,"Personal, serv, neg, unfreundliches","Speisen, foodq, neu, in Ordnung","Personal, serv, neg, überfordert",,,,,,,,,,,,,
"auf das Essen warten müssen, weil der Laden so voll ist.",,"NULL, serv, neg, warten müssen","Laden, amb, neg, voll",,,,,,,,,,,,,,
"Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden.",,"NULL, amb, neg, laut",,,,,,,,,,,,,,,
Wir saßen in der ersten Etage - ein wunderbarer Raum.,,"Raum, amb, pos, wunderbarer",,,,,,,,,,,,,,,
"Den Empfang und den Service würde ich als „unterkühlt“ bezeichnen, nicht schlimm, aber auch nicht herzlich.",,"Empfang, serv, neg, unterkühlt","Service, serv, neg, unterkühlt",,,,,,,,,,,,,,
Wir sind ganz zufällig dort gelandet und waren begeistert.,,"NULL, restaurantg, pos, begeistert",,,,,,,,,,,,,,,
Schön eingerichtet und ein zauberhafter Biergarten im Sommer.,,"NULL, amb, pos, Schön","Biergarten, amb, pos, zauberhafter",,,,,,,,,,,,,,
Das ist für so ein Restaurant ein Unding.,,"Restaurant, restaurantg, neg, Unding",,,,,,,,,,,,,,,
"Das Bier war sehr gut, das Essen auch.",,"Bier, drinkq, pos, gut","Essen, foodq, pos, gut",,,,,,,,,,,,,,
Da kommt weder Wiener Kaffeehaus-Atmosphäre auf noch der Anschein einer professionellen Arbeit... schade... so sicher nicht zu empfehlen!!,"weiteres quadruple: NULL, restaurantg, negative, nicht zu empfehlen","NULL, amb, neg, weder Wiener Kaffeehaus-Atmosphäre","NULL, restaurantg, neg, Anschein einer professionellen Arbeit","NULL, restaurantg, neg, nicht zu empfehlen ",,,,,,,,,,,,,
"Liebes Team der Steak Manufaktur,vielen Dank für den schönen Abend bei Euch, den herzlichen Empfang, den tollen und zuvorkommenden Service und das sehr schmackhafte Essen von hoher Qualität, toller Zubereitung und klasse Timing.",,"Empfang, serv, pos, herzlichen","Service, serv, pos, tollen","Essen, foodq, pos, schmackhafte","Zubereitung, foodq, pos, toller","Timing, serv, pos, klasse","NULL, restaurantg, pos, schönen","Service, serv, pos, zuvorkommenden",,,,,,,,,
Beim Cheeseburger war nur eine Spur Cheese aufgelegt.,,"Cheeseburger, foods, neg, nur eine Spur Cheese ",,,,,,,,,,,,,,,
"Als nach einer dreiviertel Stunde endlich das Essen kam, war das sehr enttäuschend.",,"Essen, foodq, neg, enttäuschend",,,,,,,,,,,,,,,
Kein traditioneller Bacalhau oder Arroz de marisco.,,"Bacalhau, foodq, neg, traditioneller","Arroz de marisco, foodq, neg, traditioneller",,,,,,,,,,,,,,
Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert.,,"Schnitzel, foodq, neg, TK-Ware","Schnitzel, foodq, neg, ohne Liebe",,,,,,,,,,,,,,
"Toller, liebevoller Service & gute Weine!",,"Service, serv, pos, Toller","Weine, drinkq, pos, gute","Service, serv, pos, liebevoller",,,,,,,,,,,,,
Das Gebäude ist wunderschön erhalten es gibt viel zu sehen da passt alles sehr schön.,,"Gebäude, amb, pos, wunderschön","NULL, amb, pos, schön",,,,,,,,,,,,,,
Hier waren wir nach einem Konzert in der LOC und es hat uns sehr gut gefallen.,,"LOC, restaurantg, pos, gut",,,,,,,,,,,,,,,
LOC und unhöflich.,,"NULL, serv, neg, unhöflich",,,,,,,,,,,,,,,
"Feines Essen, nette Bedienung.",,"Essen, foodq, pos, Feines","Bedienung, serv, pos, nette",,,,,,,,,,,,,,
Das war der letzte Besuch!,,"NULL, restaurantg, neg, letzte Besuch",,,,,,,,,,,,,,,
Auch die Ansprache Süßmaus bei der nächsten Gelegenheit war eher unpassend.,,"NULL, serv, neg, unpassend",,,,,,,,,,,,,,,
"Um dies nochmals zu verdeutlichen, zeigte es sich durch Aussagen auf portugiesisch, wie schnell sie die Gäste loswerden möchten.",,"Aussagen auf portugiesisch, serv, neg, wie schnell sie die Gäste loswerden möchten",,,,,,,,,,,,,,,
"Klares Empfehlung, wer gutes Essen zum fairen Preis haben möchte.",,"Essen, foodq, pos, gutes","Essen, foodp, pos, fairen",,,,,,,,,,,,,,
"Nette Bedienung, schönes Ambiente.",,"Bedienung, serv, pos, Nette","Ambiente, amb, pos, schönes",,,,,,,,,,,,,,
Allein der Rotwein war nichts Besonderes.,,"Rotwein, drinkq, neu, nichts Besonderes",,,,,,,,,,,,,,,
Preis / Leistung top!,,"NULL, restaurantp, pos, top",,,,,,,,,,,,,,,
Es ist nicht in Ordnung in so einem historischen Ort und unzulässig gegenüber den Gästen!,,"NULL, serv, neg, unzulässig",,,,,,,,,,,,,,,
Sehr enttäuschend!!!,,"NULL, restaurantg, neg, enttäuschend",,,,,,,,,,,,,,,
Furztrocken.,,"NULL, foodq, neg, Furztrocken",,,,,,,,,,,,,,,
Das brauchen wir nicht wieder.,,"NULL, restaurantg, neg, nicht wieder",,,,,,,,,,,,,,,
"Die Speisen waren ausreichend, das Salatbuffet gut.",,"Speisen, foods, neu, ausreichend","Salatbuffet, foodq, pos, gut",,,,,,,,,,,,,,
"Vor Ort ist der Laden schon teurer als der Rest, dafür aber nicht so viel Besser.",,"Laden, restaurantp, neg, teurer","Laden, restaurantg, neg, nicht so viel Besser",,,,,,,,,,,,,,
Dario war ein super Kellner und hat den Abend zu einer sehr schönen Erinnerung gemacht.,,"Dario, serv, pos, super","NULL, restaurantg, pos, schönen Erinnerung",,,,,,,,,,,,,,
"Als mein Mann freundlich nachhakte, wurden wir lautstark und aggressiv zurecht gewiesen, dass es das Gleiche sei!!",,"NULL, serv, neg, lautstark","NULL, serv, neg, aggressiv",,,,,,,,,,,,,,
"Sehr nettes Personal und Verständnis, wenn man länger sitzen bleibt.",,"Personal, serv, pos, nettes",,,,,,,,,,,,,,,
Auch bei die Anderen 3 Gäste war das Essen nicht gut.,,"Essen, foodq, neg, nicht gut",,,,,,,,,,,,,,,
Personal nahm sich der Kritik nicht an.,,"Personal, serv, neg, nahm sich der Kritik nicht an",,,,,,,,,,,,,,,
"Die Beilagen waren auch wieder echt öde, aber vielleicht auch die falsche Wahl (Kartoffelbrei mit Trüffel bzw. Knoblauch).",,"Beilagen, foodq, neg, öde","Kartoffelbrei mit Trüffel, foodq, neg, falsche Wahl","Knoblauch, foodq, neg, falsche Wahl",,,,,,,,,,,,,
So einen schlechten Service hatten wir noch nicht erlebt.,,"Service, serv, neg, schlechten",,,,,,,,,,,,,,,
Auch der Starter mit ein paar Scheiben Brot und Aioli war für 9€ recht dürftig.,,"Starter, foods, neg, dürftig","Scheiben Brot, foods, neg, dürftig","Aioli, foods, neg, dürftig",,,,,,,,,,,,,
Wir wurden auch sehr nett begrüßt und an unseren Platz gebracht.,,"NULL, serv, pos, nett",,,,,,,,,,,,,,,
Da tut es ein Fischbrötchen um die Ecke auch.,,"NULL, foodq, neg, tut es ein Fischbrötchen um die Ecke auch",,,,,,,,,,,,,,,
"Der Lokal selbst ist auch ein Highlight, zuerst sassen wir ganz unten im Kellergewölbe, später gings raus an die Sonne.",,"Lokal, loca, pos, Highlight",,,,,,,,,,,,,,,
Schon nett!!,,"NULL, restaurantg, pos, nett",,,,,,,,,,,,,,,
Ich würde das Lokal wieder empfehlen.,,"Lokal, restaurantg, pos, wieder empfehlen",,,,,,,,,,,,,,,
"Die Alioli mit Baguette, die es für jeden Tisch dazu gibt, ist top :) Im Innenraum wird jede Ecke genutzt - dadurch ist es etwas lauter.",,"Alioli mit Baguette, foodq, pos, top ","Innenraum, amb, neg, lauter",,,,,,,,,,,,,,
"Da auch der Preis weiterhin absolut fair und angemessen ist, können wir das RESTAURANT_NAME absolut empfehlen.","Preis/Preisen nicht als aspect term, NULL verwenden. So ist es auch bei Rest16","NULL, restaurantp, pos, fair","RESTAURANT_NAME, restaurantg, pos, empfehlen","NULL, restaurantp, pos, angemessen",,,,,,,,,,,,,
Unterm Strich: einfache Biergartenküche zu gehobenen Preisen.,,"Biergartenküche, foodq, neg, einfache","NULL, restaurantp, neg, gehobenen",,,,,,,,,,,,,,
"Und unschön, dass das den Ober überhaupt nicht interessiert hat 👎",,"Ober, serv, neg, nicht interessiert hat",,,,,,,,,,,,,,,
Der Service war jetzt nicht berauschend aber in Ordnung.,,"Service, serv, neu, nicht berauschend","Service, serv, neu, in Ordnung",,,,,,,,,,,,,,
Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig.,,"Essen, foodq, neu, mittelmäßig",,,,,,,,,,,,,,,
"Einfache und schnelle Reservierung via Internet, super nette Servicemitarbeiter, klasse Essen.",,"Servicemitarbeiter, serv, pos, nette","Essen, foodq, pos, klasse","Reservierung via Internet, serv, pos,  schnelle",,,,,,,,,,,,,
Service schlecht.,,"Service, serv, neg, schlecht",,,,,,,,,,,,,,,
Im Sommer werden wir auf der netten Terrasse noch einmal die RESTAURANT_NAME besuchen.,,"Terrasse, amb, pos, netten",,,,,,,,,,,,,,,
LOC mir wenig Atmosphäre und sehr viel Gewusel.,,"Atmosphäre, amb, neg, wenig","Gewusel, amb, neg, viel",,,,,,,,,,,,,,
LOC durchschnittlich.,,"LOC, restaurantg, neu, durchschnittlich",,,,,,,,,,,,,,,
Dort hat sich niemand bei uns als zuständiges Personal zu erkenne gegeben (und das ist eines der absolut hervorhebenswerten Goodies eines LOCs).,,"NULL, serv, neg, niemand bei uns als zuständiges Personal zu erkenne gegeben",,,,,,,,,,,,,,,
Beide Optionen einfach unglaublich lecker.,,"Optionen, foodq, pos, lecker",,,,,,,,,,,,,,,
Die Beilagen hingegen waren super.,,"Beilagen, foodq, pos, super",,,,,,,,,,,,,,,
!Einziger Abzug: Sauberkeit der Toiletten…,,"Sauberkeit der Toiletten, restaurantm, neg, Abzug",,,,,,,,,,,,,,,
Wir wurden am Eingang richtig freundlich in Empfang genommen.,,"Empfang, amb, pos, freundlich",,,,,,,,,,,,,,,
"Die Haxe war trocken und faserig, die Kruste hätte man mit dem Presslufthammer bearbeiten müssen, um sie zu zerteilen.",,"Haxe, foodq, neg, trocken","Haxe, foodq, neg, faserig","Kruste , foodq, neg, mit dem Presslufthammer bearbeiten müssen",,,,,,,,,,,,,
Prima Service und sehr leckeres Essen.,,"Service, serv, pos, Prima","Essen, foodq, pos, leckeres",,,,,,,,,,,,,,
"Die Live-Musik durch einen ""Alleinunterhalter"" ist auf Pop getrimmt (mit Gesang) und viel zu laut.",,"Live-Musik, amb, neg, zu laut",,,,,,,,,,,,,,,
"Obwohl wir deftiges Essen schätzen, haben wir es nicht gut vertragen.",,"Essen, foodq, neg, vertragen",,,,,,,,,,,,,,,
Gern wieder :),,"NULL, restaurantg, pos, Gern wieder",,,,,,,,,,,,,,,
Jetzt werde wir nicht mehr hingehen.,,"NULL, restaurantg, neg, nicht mehr hingehen",,,,,,,,,,,,,,,
"Der Service ist ok, man kennt die Gerichte und wird gut beraten.",,"Service, serv, neu, ok","NULL, serv, pos, beraten",,,,,,,,,,,,,,
Gerne wieder!,,"NULL, restaurantg, pos, Gerne wieder",,,,,,,,,,,,,,,
"Bleibt nur eine Frage: Sind wir Ihnen als Gast sowenig wert, dass Sie uns so etwas vorsetzen?",,"NULL, foodq, neg, so etwas vorsetzen","NULL, serv, neg, Gast sowenig wert",,,,,,,,,,,,,,
Es lohnt sich durch das Lokal zu gehen und alles an zu sehen.,,"NULL, restaurantg, pos, lohnt sich",,,,,,,,,,,,,,,
"Gute Lage, angenehme Bedienung, gutes Essen.",,"Lage, amb, pos, Gute","Bedienung, serv, pos, angenehme","Essen, foodq, pos, gutes",,,,,,,,,,,,,
"Sensationelle Aussicht, schönes Ambiente, nettes Personal.",,"Personal, serv, pos, nettes","Ambiente, amb, pos, schönes","Aussicht, amb, pos, Sensationelle",,,,,,,,,,,,,
"Obwohl wir rechtzeitig und lange genug vorher reserviert haben, war kein Platz im LOC für uns reserviert.",,"NULL, serv, neg, kein Platz",,,,,,,,,,,,,,,
Dafür nochmals herzlichen Dank.,,"NULL, restaurantg, pos, herzlichen Dank",,,,,,,,,,,,,,,
LOC ist unterer Durchschnitt.,,"LOC, restaurantg, neg, unterer Durchschnitt",,,,,,,,,,,,,,,
Gerne wieder.,,"NULL, restaurantg, pos, Gerne wieder",,,,,,,,,,,,,,,
